"Campagne","Annee","Trait","Nom_Scientifique","Code_Campagne","Nombre","Poids","Pmoy","longueurmoy","DateDeb","LatDeb","LongDeb","DateFin","LatFin","LongFin"
"SHINY",2000,"B9","Cephalaspis.tenuicornis",7,27,27,NA,NA,"01/07/2000 00:00",43.9795241832617,-2.03031714577228,"01/07/2000 00:00",43.9695241832617,-2.05031714577228
"SHINY",1999,"B9","Cephalaspis.tenuicornis",1,0,0,NA,NA,"01/01/1999 00:00",43.9795241832617,-2.03031714577228,"01/01/1999 00:00",43.9695241832617,-2.05031714577228
"SHINY",2020,"B9","Cephalaspis.tenuicornis",22,1189,1189,NA,NA,"01/04/2020 00:00",43.9795241832617,-2.03031714577228,"01/04/2020 00:00",43.9695241832617,-2.05031714577228
"SHINY",2020,"B9","Cephalaspis.tenuicornis",24,20,20,NA,NA,"01/10/2020 00:00",43.9795241832617,-2.03031714577228,"01/10/2020 00:00",43.9695241832617,-2.05031714577228
"SHINY",2015,"B9","Cephalaspis.tenuicornis",18,65,65,NA,NA,"01/04/2015 00:00",43.9795241832617,-2.03031714577228,"01/04/2015 00:00",43.9695241832617,-2.05031714577228
"SHINY",2005,"B9","Cephalaspis.tenuicornis",12,121,121,NA,NA,"01/10/2005 00:00",43.9795241832617,-2.03031714577228,"01/10/2005 00:00",43.9695241832617,-2.05031714577228
"SHINY",2030,"B9","Cephalaspis.tenuicornis",30,9,9,NA,NA,"01/04/2030 00:00",43.9795241832617,-2.03031714577228,"01/04/2030 00:00",43.9695241832617,-2.05031714577228
"SHINY",2030,"B9","Cephalaspis.tenuicornis",32,6,6,NA,NA,"01/10/2030 00:00",43.9795241832617,-2.03031714577228,"01/10/2030 00:00",43.9695241832617,-2.05031714577228
"SHINY",2010,"B9","Cephalaspis.tenuicornis",13,4897,4897,NA,NA,"01/01/2010 00:00",43.9795241832617,-2.03031714577228,"01/01/2010 00:00",43.9695241832617,-2.05031714577228
"SHINY",2030,"B9","Cephalaspis.tenuicornis",31,378,378,NA,NA,"01/07/2030 00:00",43.9795241832617,-2.03031714577228,"01/07/2030 00:00",43.9695241832617,-2.05031714577228
"SHINY",2025,"B9","Cephalaspis.tenuicornis",25,138,138,NA,NA,"01/01/2025 00:00",43.9795241832617,-2.03031714577228,"01/01/2025 00:00",43.9695241832617,-2.05031714577228
"SHINY",2015,"B9","Cephalaspis.tenuicornis",19,138,138,NA,NA,"01/07/2015 00:00",43.9795241832617,-2.03031714577228,"01/07/2015 00:00",43.9695241832617,-2.05031714577228
"SHINY",2025,"B9","Cephalaspis.tenuicornis",27,2550,2550,NA,NA,"01/07/2025 00:00",43.9795241832617,-2.03031714577228,"01/07/2025 00:00",43.9695241832617,-2.05031714577228
"SHINY",2025,"B9","Cephalaspis.tenuicornis",26,76,76,NA,NA,"01/04/2025 00:00",43.9795241832617,-2.03031714577228,"01/04/2025 00:00",43.9695241832617,-2.05031714577228
"SHINY",2025,"B9","Cephalaspis.tenuicornis",28,0,0,NA,NA,"01/10/2025 00:00",43.9795241832617,-2.03031714577228,"01/10/2025 00:00",43.9695241832617,-2.05031714577228
"SHINY",2030,"B9","Cephalaspis.tenuicornis",29,3871,3871,NA,NA,"01/01/2030 00:00",43.9795241832617,-2.03031714577228,"01/01/2030 00:00",43.9695241832617,-2.05031714577228
"SHINY",1999,"H1","Cephalaspis.tenuicornis",1,49,49,NA,NA,"01/01/1999 00:00",44.0195049752388,-1.98012319541303,"01/01/1999 00:00",44.0095049752388,-2.00012319541303
"SHINY",1999,"H1","Cephalaspis.tenuicornis",3,6437,6437,NA,NA,"01/07/1999 00:00",44.0195049752388,-1.98012319541303,"01/07/1999 00:00",44.0095049752388,-2.00012319541303
"SHINY",2030,"H1","Cephalaspis.tenuicornis",32,347,347,NA,NA,"01/10/2030 00:00",44.0195049752388,-1.98012319541303,"01/10/2030 00:00",44.0095049752388,-2.00012319541303
"SHINY",2025,"H1","Cephalaspis.tenuicornis",26,737,737,NA,NA,"01/04/2025 00:00",44.0195049752388,-1.98012319541303,"01/04/2025 00:00",44.0095049752388,-2.00012319541303
"SHINY",2015,"H1","Cephalaspis.tenuicornis",20,278,278,NA,NA,"01/10/2015 00:00",44.0195049752388,-1.98012319541303,"01/10/2015 00:00",44.0095049752388,-2.00012319541303
"SHINY",2010,"H1","Cephalaspis.tenuicornis",14,17,17,NA,NA,"01/04/2010 00:00",44.0195049752388,-1.98012319541303,"01/04/2010 00:00",44.0095049752388,-2.00012319541303
"SHINY",2000,"H1","Cephalaspis.tenuicornis",8,3750,3750,NA,NA,"01/10/2000 00:00",44.0195049752388,-1.98012319541303,"01/10/2000 00:00",44.0095049752388,-2.00012319541303
"SHINY",1999,"H1","Cephalaspis.tenuicornis",2,38,38,NA,NA,"01/04/1999 00:00",44.0195049752388,-1.98012319541303,"01/04/1999 00:00",44.0095049752388,-2.00012319541303
"SHINY",1999,"H1","Cephalaspis.tenuicornis",4,6,6,NA,NA,"01/10/1999 00:00",44.0195049752388,-1.98012319541303,"01/10/1999 00:00",44.0095049752388,-2.00012319541303
"SHINY",2000,"H1","Cephalaspis.tenuicornis",6,1699,1699,NA,NA,"01/04/2000 00:00",44.0195049752388,-1.98012319541303,"01/04/2000 00:00",44.0095049752388,-2.00012319541303
"SHINY",2025,"H1","Cephalaspis.tenuicornis",27,1876,1876,NA,NA,"01/07/2025 00:00",44.0195049752388,-1.98012319541303,"01/07/2025 00:00",44.0095049752388,-2.00012319541303
"SHINY",2020,"H1","Cephalaspis.tenuicornis",21,1527,1527,NA,NA,"01/01/2020 00:00",44.0195049752388,-1.98012319541303,"01/01/2020 00:00",44.0095049752388,-2.00012319541303
"SHINY",2010,"H1","Cephalaspis.tenuicornis",15,2675,2675,NA,NA,"01/07/2010 00:00",44.0195049752388,-1.98012319541303,"01/07/2010 00:00",44.0095049752388,-2.00012319541303
"SHINY",2005,"H1","Cephalaspis.tenuicornis",9,15669,15669,NA,NA,"01/01/2005 00:00",44.0195049752388,-1.98012319541303,"01/01/2005 00:00",44.0095049752388,-2.00012319541303
"SHINY",2005,"H1","Cephalaspis.tenuicornis",11,17,17,NA,NA,"01/07/2005 00:00",44.0195049752388,-1.98012319541303,"01/07/2005 00:00",44.0095049752388,-2.00012319541303
"SHINY",2000,"H1","Cephalaspis.tenuicornis",5,4,4,NA,NA,"01/01/2000 00:00",44.0195049752388,-1.98012319541303,"01/01/2000 00:00",44.0095049752388,-2.00012319541303
"SHINY",2000,"H1","Cephalaspis.tenuicornis",7,2294,2294,NA,NA,"01/07/2000 00:00",44.0195049752388,-1.98012319541303,"01/07/2000 00:00",44.0095049752388,-2.00012319541303
"SHINY",2025,"H1","Cephalaspis.tenuicornis",28,10,10,NA,NA,"01/10/2025 00:00",44.0195049752388,-1.98012319541303,"01/10/2025 00:00",44.0095049752388,-2.00012319541303
"SHINY",2020,"H1","Cephalaspis.tenuicornis",22,82,82,NA,NA,"01/04/2020 00:00",44.0195049752388,-1.98012319541303,"01/04/2020 00:00",44.0095049752388,-2.00012319541303
"SHINY",2010,"H1","Cephalaspis.tenuicornis",16,0,0,NA,NA,"01/10/2010 00:00",44.0195049752388,-1.98012319541303,"01/10/2010 00:00",44.0095049752388,-2.00012319541303
"SHINY",2005,"H1","Cephalaspis.tenuicornis",10,282,282,NA,NA,"01/04/2005 00:00",44.0195049752388,-1.98012319541303,"01/04/2005 00:00",44.0095049752388,-2.00012319541303
"SHINY",2005,"H1","Cephalaspis.tenuicornis",12,459,459,NA,NA,"01/10/2005 00:00",44.0195049752388,-1.98012319541303,"01/10/2005 00:00",44.0095049752388,-2.00012319541303
"SHINY",2015,"H1","Cephalaspis.tenuicornis",17,2,2,NA,NA,"01/01/2015 00:00",44.0195049752388,-1.98012319541303,"01/01/2015 00:00",44.0095049752388,-2.00012319541303
"SHINY",2015,"H1","Cephalaspis.tenuicornis",19,2542,2542,NA,NA,"01/07/2015 00:00",44.0195049752388,-1.98012319541303,"01/07/2015 00:00",44.0095049752388,-2.00012319541303
"SHINY",2030,"H1","Cephalaspis.tenuicornis",29,620,620,NA,NA,"01/01/2030 00:00",44.0195049752388,-1.98012319541303,"01/01/2030 00:00",44.0095049752388,-2.00012319541303
"SHINY",2020,"H1","Cephalaspis.tenuicornis",23,4984,4984,NA,NA,"01/07/2020 00:00",44.0195049752388,-1.98012319541303,"01/07/2020 00:00",44.0095049752388,-2.00012319541303
"SHINY",2030,"H1","Cephalaspis.tenuicornis",31,4,4,NA,NA,"01/07/2030 00:00",44.0195049752388,-1.98012319541303,"01/07/2030 00:00",44.0095049752388,-2.00012319541303
"SHINY",2030,"H1","Cephalaspis.tenuicornis",30,4001,4001,NA,NA,"01/04/2030 00:00",44.0195049752388,-1.98012319541303,"01/04/2030 00:00",44.0095049752388,-2.00012319541303
"SHINY",2010,"H1","Cephalaspis.tenuicornis",13,1366,1366,NA,NA,"01/01/2010 00:00",44.0195049752388,-1.98012319541303,"01/01/2010 00:00",44.0095049752388,-2.00012319541303
"SHINY",2015,"H1","Cephalaspis.tenuicornis",18,14,14,NA,NA,"01/04/2015 00:00",44.0195049752388,-1.98012319541303,"01/04/2015 00:00",44.0095049752388,-2.00012319541303
"SHINY",2025,"H1","Cephalaspis.tenuicornis",25,9819,9819,NA,NA,"01/01/2025 00:00",44.0195049752388,-1.98012319541303,"01/01/2025 00:00",44.0095049752388,-2.00012319541303
"SHINY",2020,"H1","Cephalaspis.tenuicornis",24,1824,1824,NA,NA,"01/10/2020 00:00",44.0195049752388,-1.98012319541303,"01/10/2020 00:00",44.0095049752388,-2.00012319541303
"SHINY",2000,"H10","Cephalaspis.tenuicornis",5,118,118,NA,NA,"01/01/2000 00:00",44.028157334025,-1.97547683329787,"01/01/2000 00:00",44.038157334025,-1.95547683329787
"SHINY",1999,"H10","Cephalaspis.tenuicornis",3,51,51,NA,NA,"01/07/1999 00:00",44.028157334025,-1.97547683329787,"01/07/1999 00:00",44.038157334025,-1.95547683329787
"SHINY",2015,"H10","Cephalaspis.tenuicornis",18,4205,4205,NA,NA,"01/04/2015 00:00",44.028157334025,-1.97547683329787,"01/04/2015 00:00",44.038157334025,-1.95547683329787
"SHINY",2005,"H10","Cephalaspis.tenuicornis",9,0,0,NA,NA,"01/01/2005 00:00",44.028157334025,-1.97547683329787,"01/01/2005 00:00",44.038157334025,-1.95547683329787
"SHINY",2000,"H10","Cephalaspis.tenuicornis",6,683,683,NA,NA,"01/04/2000 00:00",44.028157334025,-1.97547683329787,"01/04/2000 00:00",44.038157334025,-1.95547683329787
"SHINY",2000,"H10","Cephalaspis.tenuicornis",8,620,620,NA,NA,"01/10/2000 00:00",44.028157334025,-1.97547683329787,"01/10/2000 00:00",44.038157334025,-1.95547683329787
"SHINY",2005,"H10","Cephalaspis.tenuicornis",12,3,3,NA,NA,"01/10/2005 00:00",44.028157334025,-1.97547683329787,"01/10/2005 00:00",44.038157334025,-1.95547683329787
"SHINY",1999,"H10","Cephalaspis.tenuicornis",1,7,7,NA,NA,"01/01/1999 00:00",44.028157334025,-1.97547683329787,"01/01/1999 00:00",44.038157334025,-1.95547683329787
"SHINY",2010,"H10","Cephalaspis.tenuicornis",16,76,76,NA,NA,"01/10/2010 00:00",44.028157334025,-1.97547683329787,"01/10/2010 00:00",44.038157334025,-1.95547683329787
"SHINY",1999,"H10","Cephalaspis.tenuicornis",2,8102,8102,NA,NA,"01/04/1999 00:00",44.028157334025,-1.97547683329787,"01/04/1999 00:00",44.038157334025,-1.95547683329787
"SHINY",2000,"H10","Cephalaspis.tenuicornis",7,5,5,NA,NA,"01/07/2000 00:00",44.028157334025,-1.97547683329787,"01/07/2000 00:00",44.038157334025,-1.95547683329787
"SHINY",2020,"H10","Cephalaspis.tenuicornis",22,70,70,NA,NA,"01/04/2020 00:00",44.028157334025,-1.97547683329787,"01/04/2020 00:00",44.038157334025,-1.95547683329787
"SHINY",2005,"H10","Cephalaspis.tenuicornis",11,12,12,NA,NA,"01/07/2005 00:00",44.028157334025,-1.97547683329787,"01/07/2005 00:00",44.038157334025,-1.95547683329787
"SHINY",2030,"H10","Cephalaspis.tenuicornis",31,2066,2066,NA,NA,"01/07/2030 00:00",44.028157334025,-1.97547683329787,"01/07/2030 00:00",44.038157334025,-1.95547683329787
"SHINY",2010,"H10","Cephalaspis.tenuicornis",15,204,204,NA,NA,"01/07/2010 00:00",44.028157334025,-1.97547683329787,"01/07/2010 00:00",44.038157334025,-1.95547683329787
"SHINY",1999,"H10","Cephalaspis.tenuicornis",4,0,0,NA,NA,"01/10/1999 00:00",44.028157334025,-1.97547683329787,"01/10/1999 00:00",44.038157334025,-1.95547683329787
"SHINY",2015,"H10","Cephalaspis.tenuicornis",19,0,0,NA,NA,"01/07/2015 00:00",44.028157334025,-1.97547683329787,"01/07/2015 00:00",44.038157334025,-1.95547683329787
"SHINY",2020,"H10","Cephalaspis.tenuicornis",21,0,0,NA,NA,"01/01/2020 00:00",44.028157334025,-1.97547683329787,"01/01/2020 00:00",44.038157334025,-1.95547683329787
"SHINY",2005,"H10","Cephalaspis.tenuicornis",10,4140,4140,NA,NA,"01/04/2005 00:00",44.028157334025,-1.97547683329787,"01/04/2005 00:00",44.038157334025,-1.95547683329787
"SHINY",2025,"H10","Cephalaspis.tenuicornis",25,0,0,NA,NA,"01/01/2025 00:00",44.028157334025,-1.97547683329787,"01/01/2025 00:00",44.038157334025,-1.95547683329787
"SHINY",2010,"H10","Cephalaspis.tenuicornis",14,2994,2994,NA,NA,"01/04/2010 00:00",44.028157334025,-1.97547683329787,"01/04/2010 00:00",44.038157334025,-1.95547683329787
"SHINY",2030,"H10","Cephalaspis.tenuicornis",29,0,0,NA,NA,"01/01/2030 00:00",44.028157334025,-1.97547683329787,"01/01/2030 00:00",44.038157334025,-1.95547683329787
"SHINY",2010,"H10","Cephalaspis.tenuicornis",13,9,9,NA,NA,"01/01/2010 00:00",44.028157334025,-1.97547683329787,"01/01/2010 00:00",44.038157334025,-1.95547683329787
"SHINY",2015,"H10","Cephalaspis.tenuicornis",20,6,6,NA,NA,"01/10/2015 00:00",44.028157334025,-1.97547683329787,"01/10/2015 00:00",44.038157334025,-1.95547683329787
"SHINY",2015,"H10","Cephalaspis.tenuicornis",17,259,259,NA,NA,"01/01/2015 00:00",44.028157334025,-1.97547683329787,"01/01/2015 00:00",44.038157334025,-1.95547683329787
"SHINY",2020,"H10","Cephalaspis.tenuicornis",24,22,22,NA,NA,"01/10/2020 00:00",44.028157334025,-1.97547683329787,"01/10/2020 00:00",44.038157334025,-1.95547683329787
"SHINY",2025,"H10","Cephalaspis.tenuicornis",28,15,15,NA,NA,"01/10/2025 00:00",44.028157334025,-1.97547683329787,"01/10/2025 00:00",44.038157334025,-1.95547683329787
"SHINY",2030,"H10","Cephalaspis.tenuicornis",32,404,404,NA,NA,"01/10/2030 00:00",44.028157334025,-1.97547683329787,"01/10/2030 00:00",44.038157334025,-1.95547683329787
"SHINY",2020,"H10","Cephalaspis.tenuicornis",23,125,125,NA,NA,"01/07/2020 00:00",44.028157334025,-1.97547683329787,"01/07/2020 00:00",44.038157334025,-1.95547683329787
"SHINY",2025,"H10","Cephalaspis.tenuicornis",27,5,5,NA,NA,"01/07/2025 00:00",44.028157334025,-1.97547683329787,"01/07/2025 00:00",44.038157334025,-1.95547683329787
"SHINY",2025,"H10","Cephalaspis.tenuicornis",26,0,0,NA,NA,"01/04/2025 00:00",44.028157334025,-1.97547683329787,"01/04/2025 00:00",44.038157334025,-1.95547683329787
"SHINY",2030,"H10","Cephalaspis.tenuicornis",30,219,219,NA,NA,"01/04/2030 00:00",44.028157334025,-1.97547683329787,"01/04/2030 00:00",44.038157334025,-1.95547683329787
"SHINY",1999,"H2","Cephalaspis.tenuicornis",4,79,79,NA,NA,"01/10/1999 00:00",44.0252493721037,-1.97893256185343,"01/10/1999 00:00",44.0352493721037,-1.95893256185343
"SHINY",2000,"H2","Cephalaspis.tenuicornis",5,11049,11049,NA,NA,"01/01/2000 00:00",44.0252493721037,-1.97893256185343,"01/01/2000 00:00",44.0352493721037,-1.95893256185343
"SHINY",2000,"H2","Cephalaspis.tenuicornis",7,0,0,NA,NA,"01/07/2000 00:00",44.0252493721037,-1.97893256185343,"01/07/2000 00:00",44.0352493721037,-1.95893256185343
"SHINY",2000,"H2","Cephalaspis.tenuicornis",6,211,211,NA,NA,"01/04/2000 00:00",44.0252493721037,-1.97893256185343,"01/04/2000 00:00",44.0352493721037,-1.95893256185343
"SHINY",2010,"H2","Cephalaspis.tenuicornis",14,4,4,NA,NA,"01/04/2010 00:00",44.0252493721037,-1.97893256185343,"01/04/2010 00:00",44.0352493721037,-1.95893256185343
"SHINY",2000,"H2","Cephalaspis.tenuicornis",8,41,41,NA,NA,"01/10/2000 00:00",44.0252493721037,-1.97893256185343,"01/10/2000 00:00",44.0352493721037,-1.95893256185343
"SHINY",1999,"H2","Cephalaspis.tenuicornis",2,2544,2544,NA,NA,"01/04/1999 00:00",44.0252493721037,-1.97893256185343,"01/04/1999 00:00",44.0352493721037,-1.95893256185343
"SHINY",2015,"H2","Cephalaspis.tenuicornis",20,10,10,NA,NA,"01/10/2015 00:00",44.0252493721037,-1.97893256185343,"01/10/2015 00:00",44.0352493721037,-1.95893256185343
"SHINY",1999,"H2","Cephalaspis.tenuicornis",1,0,0,NA,NA,"01/01/1999 00:00",44.0252493721037,-1.97893256185343,"01/01/1999 00:00",44.0352493721037,-1.95893256185343
"SHINY",1999,"H2","Cephalaspis.tenuicornis",3,698,698,NA,NA,"01/07/1999 00:00",44.0252493721037,-1.97893256185343,"01/07/1999 00:00",44.0352493721037,-1.95893256185343
"SHINY",2020,"H2","Cephalaspis.tenuicornis",21,0,0,NA,NA,"01/01/2020 00:00",44.0252493721037,-1.97893256185343,"01/01/2020 00:00",44.0352493721037,-1.95893256185343
"SHINY",2010,"H2","Cephalaspis.tenuicornis",15,13,13,NA,NA,"01/07/2010 00:00",44.0252493721037,-1.97893256185343,"01/07/2010 00:00",44.0352493721037,-1.95893256185343
"SHINY",2005,"H2","Cephalaspis.tenuicornis",9,0,0,NA,NA,"01/01/2005 00:00",44.0252493721037,-1.97893256185343,"01/01/2005 00:00",44.0352493721037,-1.95893256185343
"SHINY",2005,"H2","Cephalaspis.tenuicornis",11,712,712,NA,NA,"01/07/2005 00:00",44.0252493721037,-1.97893256185343,"01/07/2005 00:00",44.0352493721037,-1.95893256185343
"SHINY",2030,"H2","Cephalaspis.tenuicornis",32,116,116,NA,NA,"01/10/2030 00:00",44.0252493721037,-1.97893256185343,"01/10/2030 00:00",44.0352493721037,-1.95893256185343
"SHINY",2025,"H2","Cephalaspis.tenuicornis",26,1539,1539,NA,NA,"01/04/2025 00:00",44.0252493721037,-1.97893256185343,"01/04/2025 00:00",44.0352493721037,-1.95893256185343
"SHINY",2025,"H2","Cephalaspis.tenuicornis",28,240,240,NA,NA,"01/10/2025 00:00",44.0252493721037,-1.97893256185343,"01/10/2025 00:00",44.0352493721037,-1.95893256185343
"SHINY",2020,"H2","Cephalaspis.tenuicornis",22,1,1,NA,NA,"01/04/2020 00:00",44.0252493721037,-1.97893256185343,"01/04/2020 00:00",44.0352493721037,-1.95893256185343
"SHINY",2010,"H2","Cephalaspis.tenuicornis",16,958,958,NA,NA,"01/10/2010 00:00",44.0252493721037,-1.97893256185343,"01/10/2010 00:00",44.0352493721037,-1.95893256185343
"SHINY",2005,"H2","Cephalaspis.tenuicornis",10,1,1,NA,NA,"01/04/2005 00:00",44.0252493721037,-1.97893256185343,"01/04/2005 00:00",44.0352493721037,-1.95893256185343
"SHINY",2005,"H2","Cephalaspis.tenuicornis",12,15246,15246,NA,NA,"01/10/2005 00:00",44.0252493721037,-1.97893256185343,"01/10/2005 00:00",44.0352493721037,-1.95893256185343
"SHINY",2015,"H2","Cephalaspis.tenuicornis",17,4,4,NA,NA,"01/01/2015 00:00",44.0252493721037,-1.97893256185343,"01/01/2015 00:00",44.0352493721037,-1.95893256185343
"SHINY",2025,"H2","Cephalaspis.tenuicornis",27,1,1,NA,NA,"01/07/2025 00:00",44.0252493721037,-1.97893256185343,"01/07/2025 00:00",44.0352493721037,-1.95893256185343
"SHINY",2030,"H2","Cephalaspis.tenuicornis",29,0,0,NA,NA,"01/01/2030 00:00",44.0252493721037,-1.97893256185343,"01/01/2030 00:00",44.0352493721037,-1.95893256185343
"SHINY",2020,"H2","Cephalaspis.tenuicornis",23,556,556,NA,NA,"01/07/2020 00:00",44.0252493721037,-1.97893256185343,"01/07/2020 00:00",44.0352493721037,-1.95893256185343
"SHINY",2030,"H2","Cephalaspis.tenuicornis",31,4101,4101,NA,NA,"01/07/2030 00:00",44.0252493721037,-1.97893256185343,"01/07/2030 00:00",44.0352493721037,-1.95893256185343
"SHINY",2015,"H2","Cephalaspis.tenuicornis",19,0,0,NA,NA,"01/07/2015 00:00",44.0252493721037,-1.97893256185343,"01/07/2015 00:00",44.0352493721037,-1.95893256185343
"SHINY",2010,"H2","Cephalaspis.tenuicornis",13,1912,1912,NA,NA,"01/01/2010 00:00",44.0252493721037,-1.97893256185343,"01/01/2010 00:00",44.0352493721037,-1.95893256185343
"SHINY",2015,"H2","Cephalaspis.tenuicornis",18,29,29,NA,NA,"01/04/2015 00:00",44.0252493721037,-1.97893256185343,"01/04/2015 00:00",44.0352493721037,-1.95893256185343
"SHINY",2030,"H2","Cephalaspis.tenuicornis",30,2114,2114,NA,NA,"01/04/2030 00:00",44.0252493721037,-1.97893256185343,"01/04/2030 00:00",44.0352493721037,-1.95893256185343
"SHINY",2020,"H2","Cephalaspis.tenuicornis",24,121,121,NA,NA,"01/10/2020 00:00",44.0252493721037,-1.97893256185343,"01/10/2020 00:00",44.0352493721037,-1.95893256185343
"SHINY",2025,"H2","Cephalaspis.tenuicornis",25,5187,5187,NA,NA,"01/01/2025 00:00",44.0252493721037,-1.97893256185343,"01/01/2025 00:00",44.0352493721037,-1.95893256185343
"SHINY",2005,"H3","Cephalaspis.tenuicornis",12,2,2,NA,NA,"01/10/2005 00:00",44.0319617403438,-1.98753627257654,"01/10/2005 00:00",44.0419617403438,-2.00753627257654
"SHINY",2010,"H3","Cephalaspis.tenuicornis",13,14,14,NA,NA,"01/01/2010 00:00",44.0319617403438,-1.98753627257654,"01/01/2010 00:00",44.0419617403438,-2.00753627257654
"SHINY",1999,"H3","Cephalaspis.tenuicornis",2,0,0,NA,NA,"01/04/1999 00:00",44.0319617403438,-1.98753627257654,"01/04/1999 00:00",44.0419617403438,-2.00753627257654
"SHINY",1999,"H3","Cephalaspis.tenuicornis",1,3746,3746,NA,NA,"01/01/1999 00:00",44.0319617403438,-1.98753627257654,"01/01/1999 00:00",44.0419617403438,-2.00753627257654
"SHINY",1999,"H3","Cephalaspis.tenuicornis",3,627,627,NA,NA,"01/07/1999 00:00",44.0319617403438,-1.98753627257654,"01/07/1999 00:00",44.0419617403438,-2.00753627257654
"SHINY",2005,"H3","Cephalaspis.tenuicornis",10,118,118,NA,NA,"01/04/2005 00:00",44.0319617403438,-1.98753627257654,"01/04/2005 00:00",44.0419617403438,-2.00753627257654
"SHINY",2015,"H3","Cephalaspis.tenuicornis",20,0,0,NA,NA,"01/10/2015 00:00",44.0319617403438,-1.98753627257654,"01/10/2015 00:00",44.0419617403438,-2.00753627257654
"SHINY",2005,"H3","Cephalaspis.tenuicornis",9,182,182,NA,NA,"01/01/2005 00:00",44.0319617403438,-1.98753627257654,"01/01/2005 00:00",44.0419617403438,-2.00753627257654
"SHINY",2005,"H3","Cephalaspis.tenuicornis",11,33,33,NA,NA,"01/07/2005 00:00",44.0319617403438,-1.98753627257654,"01/07/2005 00:00",44.0419617403438,-2.00753627257654
"SHINY",2020,"H3","Cephalaspis.tenuicornis",21,10649,10649,NA,NA,"01/01/2020 00:00",44.0319617403438,-1.98753627257654,"01/01/2020 00:00",44.0419617403438,-2.00753627257654
"SHINY",2010,"H3","Cephalaspis.tenuicornis",15,2,2,NA,NA,"01/07/2010 00:00",44.0319617403438,-1.98753627257654,"01/07/2010 00:00",44.0419617403438,-2.00753627257654
"SHINY",1999,"H3","Cephalaspis.tenuicornis",4,2462,2462,NA,NA,"01/10/1999 00:00",44.0319617403438,-1.98753627257654,"01/10/1999 00:00",44.0419617403438,-2.00753627257654
"SHINY",2000,"H3","Cephalaspis.tenuicornis",6,2167,2167,NA,NA,"01/04/2000 00:00",44.0319617403438,-1.98753627257654,"01/04/2000 00:00",44.0419617403438,-2.00753627257654
"SHINY",2000,"H3","Cephalaspis.tenuicornis",8,4814,4814,NA,NA,"01/10/2000 00:00",44.0319617403438,-1.98753627257654,"01/10/2000 00:00",44.0419617403438,-2.00753627257654
"SHINY",2025,"H3","Cephalaspis.tenuicornis",26,149,149,NA,NA,"01/04/2025 00:00",44.0319617403438,-1.98753627257654,"01/04/2025 00:00",44.0419617403438,-2.00753627257654
"SHINY",2025,"H3","Cephalaspis.tenuicornis",28,48,48,NA,NA,"01/10/2025 00:00",44.0319617403438,-1.98753627257654,"01/10/2025 00:00",44.0419617403438,-2.00753627257654
"SHINY",2010,"H3","Cephalaspis.tenuicornis",14,141,141,NA,NA,"01/04/2010 00:00",44.0319617403438,-1.98753627257654,"01/04/2010 00:00",44.0419617403438,-2.00753627257654
"SHINY",2010,"H3","Cephalaspis.tenuicornis",16,1,1,NA,NA,"01/10/2010 00:00",44.0319617403438,-1.98753627257654,"01/10/2010 00:00",44.0419617403438,-2.00753627257654
"SHINY",2000,"H3","Cephalaspis.tenuicornis",5,4587,4587,NA,NA,"01/01/2000 00:00",44.0319617403438,-1.98753627257654,"01/01/2000 00:00",44.0419617403438,-2.00753627257654
"SHINY",2000,"H3","Cephalaspis.tenuicornis",7,141,141,NA,NA,"01/07/2000 00:00",44.0319617403438,-1.98753627257654,"01/07/2000 00:00",44.0419617403438,-2.00753627257654
"SHINY",2015,"H3","Cephalaspis.tenuicornis",17,17777,17777,NA,NA,"01/01/2015 00:00",44.0319617403438,-1.98753627257654,"01/01/2015 00:00",44.0419617403438,-2.00753627257654
"SHINY",2025,"H3","Cephalaspis.tenuicornis",27,0,0,NA,NA,"01/07/2025 00:00",44.0319617403438,-1.98753627257654,"01/07/2025 00:00",44.0419617403438,-2.00753627257654
"SHINY",2030,"H3","Cephalaspis.tenuicornis",29,1,1,NA,NA,"01/01/2030 00:00",44.0319617403438,-1.98753627257654,"01/01/2030 00:00",44.0419617403438,-2.00753627257654
"SHINY",2020,"H3","Cephalaspis.tenuicornis",23,4151,4151,NA,NA,"01/07/2020 00:00",44.0319617403438,-1.98753627257654,"01/07/2020 00:00",44.0419617403438,-2.00753627257654
"SHINY",2030,"H3","Cephalaspis.tenuicornis",31,3,3,NA,NA,"01/07/2030 00:00",44.0319617403438,-1.98753627257654,"01/07/2030 00:00",44.0419617403438,-2.00753627257654
"SHINY",2015,"H3","Cephalaspis.tenuicornis",19,18,18,NA,NA,"01/07/2015 00:00",44.0319617403438,-1.98753627257654,"01/07/2015 00:00",44.0419617403438,-2.00753627257654
"SHINY",2030,"H3","Cephalaspis.tenuicornis",32,447,447,NA,NA,"01/10/2030 00:00",44.0319617403438,-1.98753627257654,"01/10/2030 00:00",44.0419617403438,-2.00753627257654
"SHINY",2015,"H3","Cephalaspis.tenuicornis",18,1,1,NA,NA,"01/04/2015 00:00",44.0319617403438,-1.98753627257654,"01/04/2015 00:00",44.0419617403438,-2.00753627257654
"SHINY",2020,"H3","Cephalaspis.tenuicornis",22,179,179,NA,NA,"01/04/2020 00:00",44.0319617403438,-1.98753627257654,"01/04/2020 00:00",44.0419617403438,-2.00753627257654
